transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR01521,SD,2,179,1,2,Production,Pending,MEDIUM
TR01522,SD,3,120,2,4,Development,Rejected,HIGH
TR01523,SD,4,177,2,0,Development,Pending,HIGH
TR01524,FI,5,54,2,3,Quality,Pending,HIGH
TR01525,HR,5,120,0,2,Quality,Rejected,MEDIUM
TR01526,HR,4,158,0,1,Production,Pending,MEDIUM
TR01527,HR,6,126,1,3,Development,Rejected,HIGH
TR01528,SD,4,267,1,3,Quality,Pending,HIGH
TR01529,SD,6,261,2,3,Quality,Approved,HIGH
TR01530,HR,6,154,2,0,Quality,Approved,HIGH
TR01531,HR,1,94,1,4,Development,Pending,HIGH
TR01532,HR,5,291,0,2,Development,Approved,MEDIUM
TR01533,FI,6,175,0,2,Production,Pending,HIGH
TR01534,FI,1,20,2,0,Production,Rejected,HIGH
TR01535,HR,3,17,2,1,Quality,Approved,HIGH
TR01536,MM,5,236,2,3,Development,Approved,HIGH
TR01537,FI,6,26,0,0,Quality,Pending,LOW
TR01538,SD,3,272,0,4,Development,Approved,HIGH
TR01539,HR,3,103,0,1,Production,Rejected,MEDIUM
TR01540,HR,1,274,0,4,Quality,Pending,HIGH
TR01541,FI,5,78,0,3,Production,Approved,HIGH
TR01542,HR,6,157,2,2,Quality,Approved,HIGH
TR01543,MM,1,40,1,3,Production,Pending,HIGH
TR01544,FI,1,28,0,0,Quality,Pending,LOW
TR01545,HR,4,295,0,0,Quality,Rejected,MEDIUM
TR01546,HR,3,162,0,2,Development,Pending,MEDIUM
TR01547,HR,4,91,1,4,Production,Pending,HIGH
TR01548,SD,1,128,0,0,Production,Rejected,MEDIUM
TR01549,HR,3,30,1,0,Production,Rejected,MEDIUM
TR01550,HR,5,218,1,1,Quality,Rejected,MEDIUM
TR01551,SD,2,91,0,1,Production,Pending,MEDIUM
TR01552,MM,4,118,2,0,Quality,Approved,HIGH
TR01553,FI,3,14,2,4,Quality,Rejected,HIGH
TR01554,MM,1,225,2,0,Development,Rejected,HIGH
TR01555,HR,6,75,0,2,Quality,Pending,LOW
TR01556,MM,5,69,2,0,Quality,Rejected,HIGH
TR01557,SD,6,275,2,1,Production,Rejected,HIGH
TR01558,SD,1,139,0,3,Production,Rejected,HIGH
TR01559,HR,3,69,0,1,Development,Rejected,LOW
TR01560,HR,6,73,1,3,Development,Approved,HIGH
TR01561,SD,2,252,2,1,Production,Rejected,HIGH
TR01562,SD,1,225,0,0,Production,Approved,MEDIUM
TR01563,HR,6,170,1,3,Quality,Approved,HIGH
TR01564,SD,1,300,0,0,Development,Rejected,MEDIUM
TR01565,MM,3,252,0,1,Production,Pending,MEDIUM
TR01566,SD,3,234,0,1,Production,Rejected,MEDIUM
TR01567,SD,6,106,1,4,Development,Approved,HIGH
TR01568,MM,1,92,0,2,Quality,Pending,MEDIUM
TR01569,MM,4,155,0,2,Production,Approved,MEDIUM
TR01570,MM,6,218,1,4,Quality,Pending,HIGH
TR01571,SD,1,116,2,3,Development,Rejected,HIGH
TR01572,SD,3,88,2,1,Quality,Rejected,HIGH
TR01573,SD,5,231,0,2,Quality,Rejected,MEDIUM
TR01574,MM,5,181,2,4,Quality,Approved,HIGH
TR01575,SD,4,193,1,2,Production,Pending,MEDIUM
TR01576,HR,3,35,2,0,Production,Approved,HIGH
TR01577,SD,2,151,0,3,Quality,Rejected,HIGH
TR01578,FI,2,205,1,4,Quality,Approved,HIGH
TR01579,SD,2,136,2,3,Development,Approved,HIGH
TR01580,HR,2,21,1,4,Development,Pending,HIGH
TR01581,SD,2,185,1,0,Production,Rejected,MEDIUM
TR01582,FI,2,74,1,3,Quality,Pending,HIGH
TR01583,SD,2,282,2,0,Quality,Pending,HIGH
TR01584,MM,2,53,1,1,Development,Rejected,MEDIUM
TR01585,SD,5,288,0,4,Quality,Pending,HIGH
TR01586,FI,2,119,2,2,Production,Approved,HIGH
TR01587,HR,1,94,1,2,Production,Approved,MEDIUM
TR01588,SD,4,102,1,1,Production,Approved,MEDIUM
TR01589,HR,2,152,1,1,Production,Rejected,MEDIUM
TR01590,MM,6,270,1,4,Quality,Approved,HIGH
TR01591,MM,4,33,2,4,Development,Rejected,HIGH
TR01592,HR,1,298,0,0,Production,Pending,MEDIUM
TR01593,SD,4,139,1,2,Quality,Approved,MEDIUM
TR01594,FI,6,212,2,0,Development,Approved,HIGH
TR01595,SD,3,150,0,1,Quality,Rejected,MEDIUM
TR01596,FI,2,23,0,1,Production,Rejected,LOW
TR01597,MM,1,159,1,1,Quality,Rejected,MEDIUM
TR01598,HR,1,161,0,3,Development,Pending,HIGH
TR01599,SD,6,113,1,3,Production,Pending,HIGH
TR01600,MM,1,85,0,0,Quality,Pending,MEDIUM
TR01601,HR,6,26,1,2,Quality,Pending,MEDIUM
TR01602,MM,4,253,1,3,Production,Pending,HIGH
TR01603,MM,4,237,0,4,Development,Rejected,HIGH
TR01604,SD,1,288,2,3,Production,Rejected,HIGH
TR01605,SD,3,192,0,3,Quality,Approved,HIGH
TR01606,FI,2,255,0,2,Development,Pending,HIGH
TR01607,FI,4,287,0,0,Quality,Rejected,HIGH
TR01608,SD,3,55,2,3,Production,Pending,HIGH
TR01609,MM,3,203,1,2,Development,Approved,MEDIUM
TR01610,SD,3,261,0,2,Development,Rejected,MEDIUM
TR01611,HR,1,216,2,3,Development,Approved,HIGH
TR01612,HR,4,224,0,3,Development,Approved,HIGH
TR01613,HR,1,258,2,2,Quality,Approved,HIGH
TR01614,FI,5,266,2,0,Production,Rejected,HIGH
TR01615,SD,4,199,2,4,Development,Rejected,HIGH
TR01616,HR,6,220,2,3,Production,Approved,HIGH
TR01617,MM,6,192,2,0,Production,Pending,HIGH
TR01618,MM,1,258,2,1,Quality,Pending,HIGH
TR01619,FI,4,152,1,1,Quality,Rejected,HIGH
TR01620,FI,4,240,0,0,Quality,Rejected,HIGH
TR01621,HR,3,202,2,2,Development,Rejected,HIGH
TR01622,SD,6,162,2,1,Production,Rejected,HIGH
TR01623,SD,4,91,1,1,Production,Rejected,MEDIUM
TR01624,SD,3,210,1,1,Production,Pending,MEDIUM
TR01625,HR,4,284,0,0,Production,Pending,MEDIUM
TR01626,HR,3,19,1,1,Quality,Rejected,MEDIUM
TR01627,FI,1,38,0,1,Quality,Pending,LOW
TR01628,SD,3,202,0,1,Quality,Pending,MEDIUM
TR01629,MM,6,158,0,2,Quality,Pending,MEDIUM
TR01630,MM,2,230,1,4,Production,Rejected,HIGH
TR01631,SD,2,281,2,2,Production,Pending,HIGH
TR01632,FI,4,122,2,3,Production,Approved,HIGH
TR01633,SD,2,208,2,2,Development,Rejected,HIGH
TR01634,FI,3,68,0,3,Quality,Approved,HIGH
TR01635,HR,4,285,0,0,Quality,Approved,MEDIUM
TR01636,SD,6,34,1,3,Production,Rejected,HIGH
TR01637,SD,6,71,2,0,Quality,Rejected,HIGH
TR01638,MM,5,144,1,2,Production,Pending,MEDIUM
TR01639,MM,1,104,2,1,Production,Approved,HIGH
TR01640,MM,3,233,1,4,Development,Approved,HIGH
TR01641,MM,4,262,2,3,Quality,Pending,HIGH
TR01642,HR,6,290,2,1,Production,Rejected,HIGH
TR01643,HR,3,273,1,4,Quality,Rejected,HIGH
TR01644,SD,5,80,0,0,Production,Approved,LOW
TR01645,HR,4,153,2,3,Production,Approved,HIGH
TR01646,FI,4,139,1,0,Quality,Pending,HIGH
TR01647,FI,2,203,2,4,Production,Rejected,HIGH
TR01648,MM,2,243,1,2,Quality,Approved,MEDIUM
TR01649,SD,3,175,0,1,Quality,Pending,MEDIUM
TR01650,SD,1,34,0,1,Production,Pending,LOW
TR01651,MM,3,62,1,4,Development,Pending,HIGH
TR01652,SD,6,10,1,1,Quality,Approved,MEDIUM
TR01653,HR,5,136,2,2,Development,Pending,HIGH
TR01654,SD,3,38,2,2,Quality,Rejected,HIGH
TR01655,FI,5,96,1,2,Development,Pending,MEDIUM
TR01656,HR,6,31,1,1,Development,Approved,MEDIUM
TR01657,MM,4,212,0,2,Development,Approved,MEDIUM
TR01658,FI,1,194,0,4,Quality,Rejected,HIGH
TR01659,HR,4,156,2,2,Quality,Approved,HIGH
TR01660,SD,1,140,2,0,Production,Pending,HIGH
TR01661,MM,4,36,1,4,Quality,Pending,HIGH
TR01662,HR,1,171,1,2,Production,Approved,MEDIUM
TR01663,FI,1,281,0,1,Development,Pending,HIGH
TR01664,FI,4,59,0,3,Development,Approved,HIGH
TR01665,FI,3,45,1,3,Development,Pending,HIGH
TR01666,FI,4,51,0,1,Development,Pending,LOW
TR01667,SD,5,121,2,3,Development,Approved,HIGH
TR01668,SD,2,204,1,3,Production,Approved,HIGH
TR01669,SD,6,300,1,2,Development,Approved,MEDIUM
TR01670,HR,4,163,0,4,Development,Rejected,HIGH
TR01671,FI,5,105,2,3,Production,Approved,HIGH
TR01672,HR,4,254,0,1,Development,Rejected,MEDIUM
TR01673,FI,1,249,2,4,Production,Approved,HIGH
TR01674,FI,2,172,2,0,Production,Approved,HIGH
TR01675,SD,3,145,2,2,Development,Rejected,HIGH
TR01676,MM,3,180,2,0,Quality,Pending,HIGH
TR01677,SD,5,253,2,1,Production,Approved,HIGH
TR01678,MM,1,270,1,2,Quality,Rejected,MEDIUM
TR01679,MM,1,235,1,3,Production,Rejected,HIGH
TR01680,MM,6,300,2,0,Quality,Pending,HIGH
TR01681,SD,1,244,2,3,Production,Approved,HIGH
TR01682,SD,5,288,0,1,Development,Rejected,MEDIUM
TR01683,FI,1,276,0,0,Development,Rejected,HIGH
TR01684,HR,3,129,2,1,Production,Pending,HIGH
TR01685,MM,6,216,0,0,Production,Approved,MEDIUM
TR01686,MM,6,41,1,0,Quality,Rejected,MEDIUM
TR01687,HR,6,297,0,2,Quality,Approved,MEDIUM
TR01688,FI,1,32,2,1,Quality,Pending,HIGH
TR01689,MM,6,277,2,2,Quality,Approved,HIGH
TR01690,MM,3,207,2,1,Production,Pending,HIGH
TR01691,FI,4,41,1,0,Quality,Approved,MEDIUM
TR01692,HR,3,66,2,0,Quality,Rejected,HIGH
TR01693,SD,6,254,2,3,Development,Approved,HIGH
TR01694,FI,5,113,0,1,Quality,Rejected,MEDIUM
TR01695,HR,2,109,1,4,Development,Pending,HIGH
TR01696,FI,5,107,2,4,Quality,Rejected,HIGH
TR01697,FI,5,182,2,0,Quality,Pending,HIGH
TR01698,MM,4,142,2,4,Quality,Rejected,HIGH
TR01699,MM,6,275,0,1,Quality,Approved,MEDIUM
TR01700,HR,6,160,2,1,Production,Approved,HIGH
TR01701,MM,5,270,1,1,Production,Rejected,MEDIUM
TR01702,FI,5,40,2,2,Quality,Approved,HIGH
TR01703,SD,1,49,1,1,Quality,Approved,MEDIUM
TR01704,FI,3,126,2,2,Development,Pending,HIGH
TR01705,HR,3,265,0,0,Quality,Approved,MEDIUM
TR01706,HR,2,53,2,3,Quality,Pending,HIGH
TR01707,SD,5,280,2,2,Quality,Pending,HIGH
TR01708,MM,1,82,0,0,Quality,Approved,MEDIUM
TR01709,SD,6,32,0,0,Production,Rejected,LOW
TR01710,HR,3,138,1,3,Quality,Pending,HIGH
TR01711,SD,3,188,0,2,Production,Pending,MEDIUM
TR01712,SD,4,185,2,0,Development,Pending,HIGH
TR01713,HR,1,78,2,1,Development,Rejected,HIGH
TR01714,HR,4,99,1,4,Development,Pending,HIGH
TR01715,SD,6,146,0,1,Development,Approved,MEDIUM
TR01716,HR,3,80,1,4,Production,Rejected,HIGH
TR01717,HR,3,300,1,4,Quality,Pending,HIGH
TR01718,MM,5,279,0,4,Production,Approved,HIGH
TR01719,HR,5,134,1,4,Production,Rejected,HIGH
TR01720,SD,5,59,0,4,Production,Approved,HIGH
TR01721,HR,4,18,2,2,Production,Pending,HIGH
TR01722,HR,2,83,0,0,Quality,Approved,MEDIUM
TR01723,SD,6,273,1,0,Development,Pending,MEDIUM
TR01724,MM,1,170,2,1,Development,Pending,HIGH
TR01725,FI,6,118,0,4,Development,Pending,HIGH
TR01726,FI,1,223,2,2,Development,Rejected,HIGH
TR01727,SD,5,48,2,4,Production,Rejected,HIGH
TR01728,HR,1,229,0,4,Quality,Pending,HIGH
TR01729,SD,2,252,2,3,Production,Approved,HIGH
TR01730,FI,2,208,1,0,Production,Pending,HIGH
TR01731,HR,2,61,2,3,Quality,Rejected,HIGH
TR01732,SD,3,132,1,0,Quality,Rejected,MEDIUM
TR01733,HR,3,109,2,1,Production,Approved,HIGH
TR01734,HR,2,194,0,0,Quality,Rejected,MEDIUM
TR01735,FI,2,284,1,2,Development,Pending,HIGH
TR01736,HR,6,28,1,3,Quality,Approved,HIGH
TR01737,FI,2,163,1,1,Production,Approved,HIGH
TR01738,FI,6,265,0,1,Production,Rejected,HIGH
TR01739,SD,3,124,1,2,Production,Approved,MEDIUM
TR01740,FI,1,152,0,0,Quality,Pending,HIGH
TR01741,HR,3,63,0,2,Development,Approved,LOW
TR01742,HR,6,143,0,1,Development,Rejected,MEDIUM
TR01743,HR,5,263,1,1,Development,Approved,MEDIUM
TR01744,SD,3,80,2,4,Production,Rejected,HIGH
TR01745,HR,2,132,1,2,Development,Rejected,MEDIUM
TR01746,MM,5,296,1,1,Quality,Pending,MEDIUM
TR01747,MM,1,110,2,0,Development,Rejected,HIGH
TR01748,SD,3,176,2,3,Development,Pending,HIGH
TR01749,SD,1,104,2,2,Production,Approved,HIGH
TR01750,MM,1,240,1,1,Development,Pending,MEDIUM
TR01751,FI,5,92,1,1,Production,Pending,MEDIUM
TR01752,HR,5,165,0,1,Production,Pending,MEDIUM
TR01753,FI,5,127,2,0,Quality,Rejected,HIGH
TR01754,FI,3,298,2,2,Quality,Rejected,HIGH
TR01755,FI,6,72,0,4,Production,Pending,HIGH
TR01756,HR,1,75,1,0,Quality,Approved,MEDIUM
TR01757,SD,1,194,1,3,Production,Pending,HIGH
TR01758,SD,1,83,2,0,Production,Pending,HIGH
TR01759,FI,3,263,0,4,Production,Pending,HIGH
TR01760,MM,5,298,0,2,Production,Approved,MEDIUM
TR01761,HR,1,201,1,1,Production,Pending,MEDIUM
TR01762,FI,2,77,1,2,Development,Approved,MEDIUM
TR01763,MM,1,252,1,0,Development,Pending,MEDIUM
TR01764,HR,1,189,2,2,Production,Rejected,HIGH
TR01765,SD,5,19,2,4,Production,Rejected,HIGH
TR01766,FI,1,56,1,1,Production,Rejected,MEDIUM
TR01767,HR,6,162,0,3,Development,Approved,HIGH
TR01768,HR,5,86,2,1,Quality,Pending,HIGH
TR01769,SD,5,260,1,1,Quality,Approved,MEDIUM
TR01770,SD,3,257,0,4,Quality,Pending,HIGH
TR01771,HR,2,151,1,4,Development,Approved,HIGH
TR01772,FI,4,60,2,4,Quality,Pending,HIGH
TR01773,MM,4,43,0,0,Quality,Rejected,LOW
TR01774,HR,2,277,1,2,Quality,Rejected,MEDIUM
TR01775,HR,6,82,1,1,Quality,Pending,MEDIUM
TR01776,HR,6,122,0,1,Development,Rejected,MEDIUM
TR01777,HR,1,213,1,4,Production,Pending,HIGH
TR01778,SD,3,199,0,2,Quality,Pending,MEDIUM
TR01779,HR,4,242,2,4,Development,Rejected,HIGH
TR01780,FI,2,117,0,4,Production,Approved,HIGH
TR01781,HR,5,292,0,2,Quality,Rejected,MEDIUM
TR01782,MM,1,174,1,4,Development,Pending,HIGH
TR01783,SD,4,163,0,4,Production,Pending,HIGH
TR01784,HR,4,140,2,4,Quality,Approved,HIGH
TR01785,HR,3,234,1,2,Development,Rejected,MEDIUM
TR01786,SD,6,230,0,1,Development,Rejected,MEDIUM
TR01787,SD,3,88,1,0,Development,Approved,MEDIUM
TR01788,FI,6,150,0,3,Production,Rejected,HIGH
TR01789,MM,1,148,2,3,Production,Approved,HIGH
TR01790,FI,6,10,0,4,Quality,Rejected,HIGH
TR01791,MM,1,120,1,3,Development,Approved,HIGH
TR01792,FI,4,140,0,0,Quality,Approved,HIGH
TR01793,HR,5,118,2,2,Production,Pending,HIGH
TR01794,MM,1,112,1,3,Production,Rejected,HIGH
TR01795,MM,4,255,1,3,Development,Pending,HIGH
TR01796,MM,4,142,0,4,Quality,Rejected,HIGH
TR01797,SD,1,187,0,0,Quality,Pending,MEDIUM
TR01798,FI,6,36,0,4,Quality,Rejected,HIGH
TR01799,MM,3,231,1,2,Production,Rejected,MEDIUM
TR01800,HR,2,246,0,2,Development,Rejected,MEDIUM
TR01801,HR,3,201,1,4,Production,Pending,HIGH
TR01802,HR,4,200,1,1,Production,Approved,MEDIUM
TR01803,SD,3,216,1,2,Production,Rejected,MEDIUM
TR01804,FI,1,181,1,4,Quality,Approved,HIGH
TR01805,MM,6,167,1,2,Production,Approved,MEDIUM
TR01806,MM,6,277,1,3,Production,Pending,HIGH
TR01807,SD,1,219,2,0,Quality,Approved,HIGH
TR01808,FI,1,51,1,0,Development,Rejected,MEDIUM
TR01809,FI,2,271,0,4,Quality,Rejected,HIGH
TR01810,MM,2,178,0,1,Quality,Approved,MEDIUM
TR01811,HR,3,217,1,3,Development,Rejected,HIGH
TR01812,HR,2,253,1,3,Production,Rejected,HIGH
TR01813,MM,5,94,1,0,Development,Approved,MEDIUM
TR01814,MM,6,168,2,1,Quality,Rejected,HIGH
TR01815,SD,4,102,2,0,Development,Rejected,HIGH
TR01816,SD,5,36,2,4,Quality,Pending,HIGH
TR01817,SD,3,116,2,3,Quality,Rejected,HIGH
TR01818,SD,5,87,0,4,Production,Rejected,HIGH
TR01819,HR,3,148,1,0,Quality,Approved,MEDIUM
TR01820,HR,1,20,0,3,Production,Pending,HIGH
TR01821,HR,4,140,0,4,Quality,Approved,HIGH
TR01822,HR,3,209,1,1,Quality,Pending,MEDIUM
TR01823,SD,6,264,0,2,Development,Pending,MEDIUM
TR01824,MM,5,98,1,4,Production,Pending,HIGH
TR01825,MM,1,284,2,4,Production,Rejected,HIGH
TR01826,HR,5,213,1,0,Production,Rejected,MEDIUM
TR01827,HR,3,186,1,1,Development,Rejected,MEDIUM
TR01828,FI,2,86,0,0,Production,Approved,MEDIUM
TR01829,SD,3,170,1,4,Quality,Approved,HIGH
TR01830,MM,5,99,0,3,Development,Pending,HIGH
TR01831,SD,3,204,1,2,Quality,Rejected,MEDIUM
TR01832,MM,4,273,0,3,Production,Rejected,HIGH
TR01833,FI,3,209,1,1,Quality,Approved,HIGH
TR01834,MM,3,263,1,2,Quality,Rejected,MEDIUM
TR01835,MM,6,269,0,4,Quality,Rejected,HIGH
TR01836,SD,2,139,1,4,Quality,Pending,HIGH
TR01837,FI,4,72,0,3,Development,Pending,HIGH
TR01838,MM,4,181,2,4,Production,Rejected,HIGH
TR01839,HR,5,242,1,3,Production,Pending,HIGH
TR01840,MM,3,228,2,2,Production,Pending,HIGH
TR01841,FI,6,104,0,2,Development,Pending,MEDIUM
TR01842,HR,1,72,0,1,Production,Rejected,LOW
TR01843,FI,2,183,2,0,Quality,Approved,HIGH
TR01844,MM,6,134,0,0,Development,Rejected,MEDIUM
TR01845,MM,2,246,0,4,Production,Approved,HIGH
TR01846,HR,2,14,1,1,Production,Approved,MEDIUM
TR01847,HR,1,118,2,1,Quality,Rejected,HIGH
TR01848,FI,2,43,1,3,Development,Pending,HIGH
TR01849,MM,4,282,2,1,Development,Pending,HIGH
TR01850,MM,4,85,2,2,Development,Approved,HIGH
TR01851,SD,1,111,2,0,Production,Approved,HIGH
TR01852,HR,5,239,2,2,Development,Pending,HIGH
TR01853,FI,1,45,1,4,Quality,Approved,HIGH
TR01854,FI,4,227,1,4,Quality,Approved,HIGH
TR01855,SD,6,49,0,0,Production,Approved,LOW
TR01856,SD,2,106,0,3,Quality,Rejected,HIGH
TR01857,FI,1,146,1,4,Production,Rejected,HIGH
TR01858,HR,3,297,2,2,Production,Approved,HIGH
TR01859,FI,6,177,1,1,Quality,Approved,HIGH
TR01860,HR,6,145,0,1,Development,Rejected,MEDIUM
TR01861,MM,2,80,0,2,Quality,Rejected,LOW
TR01862,HR,2,78,0,0,Production,Approved,LOW
TR01863,SD,3,211,2,0,Quality,Approved,HIGH
TR01864,SD,3,51,2,2,Development,Pending,HIGH
TR01865,SD,6,115,0,0,Development,Pending,MEDIUM
TR01866,FI,3,72,0,3,Quality,Rejected,HIGH
TR01867,FI,6,145,2,0,Production,Rejected,HIGH
TR01868,MM,3,23,1,4,Production,Rejected,HIGH
TR01869,HR,5,299,2,0,Production,Approved,HIGH
TR01870,HR,4,110,1,4,Development,Rejected,HIGH
TR01871,SD,6,113,1,4,Quality,Pending,HIGH
TR01872,MM,3,84,2,3,Development,Rejected,HIGH
TR01873,HR,5,30,0,4,Development,Approved,HIGH
TR01874,MM,1,270,1,4,Development,Rejected,HIGH
TR01875,SD,5,200,2,4,Development,Rejected,HIGH
TR01876,FI,6,97,0,1,Production,Pending,MEDIUM
TR01877,MM,3,208,1,2,Quality,Pending,MEDIUM
TR01878,HR,4,75,2,1,Quality,Pending,HIGH
TR01879,FI,6,81,2,0,Development,Pending,HIGH
TR01880,SD,1,281,0,3,Development,Pending,HIGH
TR01881,HR,1,122,2,4,Production,Pending,HIGH
TR01882,SD,3,248,0,1,Production,Pending,MEDIUM
TR01883,FI,2,291,2,0,Development,Approved,HIGH
TR01884,SD,2,282,0,1,Development,Rejected,MEDIUM
TR01885,FI,1,201,2,1,Development,Approved,HIGH
TR01886,SD,2,161,2,2,Quality,Approved,HIGH
TR01887,HR,2,19,2,4,Production,Rejected,HIGH
TR01888,SD,3,50,0,4,Production,Rejected,HIGH
TR01889,HR,4,91,0,4,Production,Rejected,HIGH
TR01890,HR,5,35,0,0,Development,Rejected,LOW
TR01891,FI,6,173,0,2,Development,Pending,HIGH
TR01892,MM,4,27,1,4,Development,Pending,HIGH
TR01893,HR,5,299,1,3,Development,Approved,HIGH
TR01894,HR,4,113,1,2,Development,Pending,MEDIUM
TR01895,MM,3,144,1,3,Development,Rejected,HIGH
TR01896,MM,4,249,2,3,Development,Rejected,HIGH
TR01897,FI,6,101,0,2,Quality,Pending,MEDIUM
TR01898,MM,1,176,2,1,Development,Approved,HIGH
TR01899,MM,4,207,2,4,Development,Approved,HIGH
TR01900,HR,3,259,2,0,Development,Pending,HIGH
TR01901,HR,6,171,2,0,Production,Rejected,HIGH
TR01902,SD,1,131,0,1,Production,Pending,MEDIUM
TR01903,FI,1,264,1,2,Development,Rejected,HIGH
TR01904,SD,4,269,0,2,Quality,Pending,MEDIUM
TR01905,FI,4,274,1,1,Development,Approved,HIGH
TR01906,FI,2,101,0,4,Production,Rejected,HIGH
TR01907,HR,4,299,1,3,Production,Approved,HIGH
TR01908,SD,1,263,1,0,Production,Pending,MEDIUM
TR01909,HR,4,77,0,0,Development,Approved,LOW
TR01910,MM,5,219,2,3,Quality,Rejected,HIGH
TR01911,MM,4,275,0,4,Quality,Rejected,HIGH
TR01912,SD,6,163,0,3,Development,Rejected,HIGH
TR01913,SD,1,267,2,3,Development,Pending,HIGH
TR01914,MM,3,127,0,2,Quality,Rejected,MEDIUM
TR01915,FI,1,280,1,1,Development,Approved,HIGH
TR01916,MM,5,104,1,1,Quality,Rejected,MEDIUM
TR01917,SD,2,244,2,2,Quality,Rejected,HIGH
TR01918,HR,3,92,2,0,Quality,Pending,HIGH
TR01919,SD,2,165,1,4,Production,Pending,HIGH
TR01920,FI,3,46,2,1,Development,Pending,HIGH
TR01921,MM,1,188,0,0,Quality,Approved,MEDIUM
TR01922,MM,5,266,1,0,Development,Pending,MEDIUM
TR01923,HR,2,115,1,0,Development,Rejected,MEDIUM
TR01924,MM,5,203,2,2,Production,Rejected,HIGH
TR01925,FI,6,194,1,1,Quality,Rejected,HIGH
TR01926,FI,1,20,1,4,Quality,Approved,HIGH
TR01927,FI,1,66,0,4,Production,Pending,HIGH
TR01928,FI,1,81,2,4,Quality,Approved,HIGH
TR01929,FI,5,61,2,2,Production,Pending,HIGH
TR01930,HR,3,133,1,2,Quality,Rejected,MEDIUM
TR01931,HR,4,158,0,0,Quality,Rejected,MEDIUM
TR01932,FI,1,286,0,0,Development,Rejected,HIGH
TR01933,FI,2,106,1,0,Development,Rejected,MEDIUM
TR01934,SD,4,175,1,1,Quality,Pending,MEDIUM
TR01935,MM,2,266,1,3,Development,Pending,HIGH
TR01936,HR,2,205,0,2,Production,Approved,MEDIUM
TR01937,SD,5,109,1,3,Production,Rejected,HIGH
TR01938,FI,6,130,1,0,Development,Pending,HIGH
TR01939,SD,1,85,0,0,Production,Approved,MEDIUM
TR01940,SD,4,193,0,0,Production,Rejected,MEDIUM
TR01941,HR,6,51,0,2,Quality,Rejected,LOW
TR01942,MM,2,81,0,2,Quality,Pending,MEDIUM
TR01943,SD,2,120,1,2,Development,Approved,MEDIUM
TR01944,HR,6,180,0,2,Quality,Approved,MEDIUM
TR01945,HR,5,273,0,4,Quality,Approved,HIGH
TR01946,HR,4,31,1,2,Quality,Pending,MEDIUM
TR01947,MM,5,212,0,0,Development,Approved,MEDIUM
TR01948,SD,6,230,0,4,Quality,Approved,HIGH
TR01949,HR,2,129,2,0,Production,Approved,HIGH
TR01950,MM,5,218,0,0,Quality,Pending,MEDIUM
TR01951,FI,1,65,1,0,Production,Rejected,MEDIUM
TR01952,FI,6,44,2,2,Quality,Rejected,HIGH
TR01953,MM,6,190,2,0,Production,Approved,HIGH
TR01954,HR,3,117,0,2,Production,Approved,MEDIUM
TR01955,HR,5,224,1,2,Quality,Rejected,MEDIUM
TR01956,FI,6,139,1,4,Development,Approved,HIGH
TR01957,FI,6,150,0,1,Quality,Approved,HIGH
TR01958,MM,3,79,2,1,Quality,Approved,HIGH
TR01959,HR,6,266,1,3,Production,Rejected,HIGH
TR01960,HR,1,285,2,3,Production,Rejected,HIGH
TR01961,FI,2,203,2,0,Production,Pending,HIGH
TR01962,MM,5,45,1,4,Development,Rejected,HIGH
TR01963,FI,1,114,2,0,Development,Pending,HIGH
TR01964,FI,3,174,0,1,Development,Rejected,HIGH
TR01965,HR,3,97,0,4,Quality,Pending,HIGH
TR01966,FI,5,239,0,2,Development,Approved,HIGH
TR01967,HR,1,22,2,3,Quality,Rejected,HIGH
TR01968,HR,2,43,1,1,Quality,Approved,MEDIUM
TR01969,FI,6,283,0,0,Development,Rejected,HIGH
TR01970,SD,2,19,0,4,Production,Pending,HIGH
TR01971,SD,2,65,2,1,Quality,Pending,HIGH
TR01972,SD,4,240,2,0,Quality,Rejected,HIGH
TR01973,SD,2,139,2,4,Development,Approved,HIGH
TR01974,MM,4,59,2,2,Development,Pending,HIGH
TR01975,MM,6,226,2,2,Production,Rejected,HIGH
TR01976,FI,1,93,0,2,Production,Approved,MEDIUM
TR01977,FI,1,65,2,4,Production,Rejected,HIGH
TR01978,MM,4,278,1,1,Production,Approved,MEDIUM
TR01979,MM,3,45,1,2,Development,Pending,MEDIUM
TR01980,FI,1,22,1,4,Production,Rejected,HIGH
TR01981,MM,1,105,1,2,Quality,Pending,MEDIUM
TR01982,HR,5,219,0,1,Development,Pending,MEDIUM
TR01983,HR,6,155,0,4,Production,Pending,HIGH
TR01984,HR,1,233,0,4,Quality,Approved,HIGH
TR01985,HR,3,114,1,2,Quality,Approved,MEDIUM
TR01986,MM,4,116,0,4,Development,Pending,HIGH
TR01987,FI,3,197,2,2,Quality,Approved,HIGH
TR01988,SD,6,223,2,1,Quality,Approved,HIGH
TR01989,SD,6,118,0,3,Production,Rejected,HIGH
TR01990,HR,6,129,2,4,Development,Pending,HIGH
TR01991,HR,2,90,0,0,Development,Rejected,MEDIUM
TR01992,FI,4,85,1,3,Production,Rejected,HIGH
TR01993,MM,1,40,2,0,Production,Rejected,HIGH
TR01994,HR,2,228,1,2,Production,Approved,MEDIUM
TR01995,SD,5,70,1,2,Quality,Approved,MEDIUM
TR01996,MM,2,21,1,4,Development,Approved,HIGH
